,0
237,0.22985330064310613
238,0.13904392288855436
239,0.10090880588357636
240,0.09179259118014474
241,0.18383845754071598
242,0.18624808167694373
243,0.13562020628215748
244,0.06713713934316605
245,0.02493998253547861
246,0.08390832742685737
247,0.05600619080203384
248,0.12047084149400646
249,0.09987438485352383
250,0.025587871998347656
251,0.04227004812042329
252,0.06753545279085114
253,-0.006054284529340591
254,0.0027670493899970474
255,-0.09229964911576388
256,-0.08960058357717197
257,0.006315126064778613
258,-0.07199430192626884
259,-0.08072545499299763
260,-0.1512742847677959
261,-0.1285633437777969
262,-0.08961238671555882
263,-0.07440258822405015
264,-0.16650397062902356
265,-0.1561659585895669
266,-0.13988178179563404
267,-0.16088738926323393
268,-0.21209752789318903
269,-0.16753856660149236
270,-0.1761081074018283
271,-0.13283353358971228
272,-0.22938180102223257
273,-0.25307220607017306
274,-0.2887519814920085
275,-0.15232197575339684
276,-0.16654230756770988
277,-0.19607952654914107
278,-0.03462048464685199
279,-0.20854994061989263
280,-0.17293501021300448
281,-0.19532293750832946
282,-0.23133442203091015
283,-0.16046998207295748
284,-0.20954383332553733
285,-0.16878673575911138
286,-0.14942997373513986
287,-0.14215442591698807
288,-0.1660226922265189
289,-0.1554886836844901
290,-0.0850129035771263
291,-0.184907394143351
292,-0.10431766867127859
293,-0.12598074733217832
294,-0.10721399061302928
295,-0.016420413417170023
296,0.005697391922470301
297,0.0360247963018413
298,0.0017423597298117247
299,-0.06997494354551527
